,list1,list2
509,https://networkengineering.stackexchange.com/questions/54776/connection-to-ap-after-what-stage-802-11b-protocol,"
                    connection to AP after what stage? 802.11b protocol
                "
510,https://academia.stackexchange.com/questions/120097/when-mentioning-the-author-of-a-journal-i-am-using-in-my-literature-review-shou,"
                    When mentioning the author of a journal I am using in my Literature Review, should I mention author's credentials?
                "
511,https://english.stackexchange.com/questions/472933/is-there-a-proverb-to-express-you-are-too-late-and-its-your-own-fault,"
                    Is there a proverb to express ""You are too late and it's your own fault.""?
                "
512,https://worldbuilding.stackexchange.com/questions/130502/time-travellers-and-the-roman-empire-part-1-transport-and-control,"
                    Time Travellers And The Roman Empire, Part 1: Transport and Control
                "
513,https://rpg.stackexchange.com/questions/135698/is-this-homebrew-variant-of-true-strike-too-strong-to-be-a-cantrip,"
                    Is this homebrew variant of True Strike too strong to be a cantrip?
                "
514,https://mathoverflow.net/questions/315374/sum-of-the-reciprocals-of-radicals,"
                    Sum of the reciprocals of radicals
                "
515,https://ell.stackexchange.com/questions/185849/what-does-bite-down-on-a-smile-mean,"
                    What does ""bite down on a smile"" mean?
                "
516,https://worldbuilding.stackexchange.com/questions/130164/a-guy-asked-me-to-kill-15-trolls-how-do-i-prove-that-i-did-it,"
                    A guy asked me to kill 15 trolls, how do I prove that I did it?
                "
517,https://workplace.stackexchange.com/questions/122900/how-to-politely-refuse-to-put-someone-in-touch-with-my-professional-network,"
                    How to politely refuse to put someone in touch with my professional network?
                "
518,/questions/53317946/unable-to-link-custom-luis-to-bot-framework,unable to link custom luis to bot framework
519,/questions/53317919/while-git-push-heroku-master-works-im-getting-a-internal-server-error-load,"While “git push heroku master” works, I'm getting a “Internal Server Error” loading the Heroku app"
520,/questions/53317913/how-can-i-make-a-chat-system-on-nodejs,How can I make a chat system on nodejs [on hold]
521,/questions/53317891/validate-two-fields-with-express-validator-custom-validators,Validate two fields with express-validator custom validators
522,/questions/53317798/selenium-webdriver-driver-manage-window-getrect-return-wrong-value,"Selenium-Webdriver, driver.manage().window().getRect() return wrong value?"
523,/questions/53317612/i-want-to-setup-a-nodejs-server-with-firestore-and-send-requests-to-it-from-an-a,I want to setup a nodejs server with firestore and send requests to it from an android application? [on hold]
524,/questions/53317580/performance-for-node-js-which-one-better-multiple-class-instance-or-function-cal,performance for node.js which one better multiple class instance or function call
525,/questions/53317487/puppeteer-how-to-scrap-data-on-refresh-page-from-multiple-pages-tabs,Puppeteer: How to scrap data on Refresh Page From Multiple Pages/Tabs
526,/questions/53317305/creating-a-zip-arhcive-in-nodejs,Creating a zip arhcive in NodeJS
527,/questions/53317271/node-just-async-logging,Node just async logging
528,/questions/53317082/how-to-define-a-function-inside-an-app-post-in-js-file,How to define a function inside an app.post() in .js file
529,/questions/53316918/not-able-to-get-unique-records-using-distinct-in-mongodb,Not able to get unique records using distinct in mongodb
530,/questions/53316812/nodejs-socket-io-session-which-socket-clicked-the-button,NodeJS socket.io session which socket clicked the button
531,/questions/53316725/could-not-connect-debugger-with-react-native-app,Could not connect Debugger with react-native app?
532,/questions/53316447/finding-a-key-in-json,Finding a key in json
533,/questions/53316405/promise-error-when-running-test-case-by-mocha-even-the-promise-is-already-handle,Promise error when running test case by mocha even the promise is already handled by async - await
534,/questions/53316359/helper-function-to-sum-from-node-and-handlebars,Helper function to sum from Node and Handlebars
535,/questions/53316327/after-updating-the-document-by-findoneandupdate-both-documents-become-same,After updating the document By findOneAndUpdate both documents become same
536,/questions/53316278/error-node-socket-hang-up-only-on-my-machine,Error: Node Socket hang up only on my machine
537,/questions/53316166/mongoose-virtual-return-null,Mongoose virtual return null
538,/questions/53316049/how-to-extend-the-expiry-time-of-same-jwt-token-in-node-js,how to extend the expiry time of same jwt token in node.js
539,/questions/53315914/how-to-use-aws-x-ray-in-nodejs,How to use AWS X-Ray in NodeJs?
540,/questions/53315827/api-query-from-mongodb-show-typeerror-null-is-not-a-function,Api query from mongodb Show TypeError: null is not a function
541,/questions/53315524/does-the-rss-in-process-memoryusage-includes-the-child-processes-spawned-by-th,Does the rss in process.memoryUsage() includes the child processes spawned by the process?
542,/questions/53315512/axios-fetches-the-old-datadata-before-updating-the-document,axios fetches the old data(data before updating the document)
543,/questions/53315425/cannot-read-property-length-of-undefined-trying-to-build-android-apk,"Cannot read property length of undefined, Trying to build android apk"
544,/questions/53315415/how-to-dynamically-set-blob-name-to-store-in-blob-storage-in-azure-function-node,How to dynamically set blob name to store in Blob storage in azure function nodejs?
545,/questions/53315351/how-to-build-a-node-express-app-with-mongodb,How to build a node express app with MongoDB
546,/questions/53315224/run-exports-handle-in-answerintenthandler-node-js-alexa-skill,Run exports.handle in AnswerIntentHandler - node.js - alexa skill
547,/questions/53315135/suggestions-on-how-to-store-age-and-other-time-derived-data-in-mongodb-using-mon,Suggestions on how to store age and other time derived data in MongoDB using Mongoose
548,/questions/53314915/mongodb-how-to-execute-stored-function-in-node-js,MongoDB. How to execute stored function in node.js?
549,/questions/53314784/koa-2-compile-sass-to-css-using-node-sass-middleware,KOA 2 - Compile SASS to CSS using node-sass-middleware
550,/questions/53314686/async-await-with-arrow-function-in-latest-node-version-throws-error,async await with arrow function in latest node version throws error
551,/questions/53314676/synchronized-update-of-documents-using-mongoose,Synchronized update of documents using Mongoose
552,/questions/53314458/electronjs-asar-package-include-python-and-some-libraries-as-prerequisite,ElectronJS asar package - Include Python and some libraries as prerequisite
553,/questions/53314449/socket-gets-disconnected-while-user-selects-image-in-browser-on-iphone-ipad,Socket gets disconnected while user selects image in browser on iPhone/iPad
554,/questions/53314375/how-do-i-insert-into-a-mysql-database-using-data-obtained-through-a-select-query,How do I INSERT into a mysql database using data obtained through a SELECT query?
555,/questions/53314070/come-across-a-memory-leak-problem-when-use-mqtt-js,come across a memory leak problem when use mqtt.js
556,/questions/53314029/fetching-video-files-using-multer-and-ajax-in-node-js-backend,Fetching video files using multer and AJAX in Node.js backend
557,/questions/53314002/nodejsarray-data-not-added-in-mongodb,Nodejs:Array data not added in mongodb
558,/questions/53313984/mock-require-of-oracledb-using-proxyquire-to-unit-test-node-js-app,mock require of oracledb using proxyquire to unit test node.js app
559,/questions/53313917/expressjs-post-request-with-ldap-api,ExpressJS : POST request with LDAP API
560,/questions/53313863/module-parse-failed-unexpected-token-when-added-the-class-field,“Module parse failed: Unexpected token” when added the class field
561,/questions/53313842/why-client-events-are-not-working-rtm-is-undefined-in-my-slack-bot,why CLIENT_EVENTS are not working RTM is undefined in my slack bot?
562,/questions/53313507/async-function-with-the-class-in-javascript,async function with the class in javascript
563,/questions/53313375/res-redirect-is-not-a-function-in-node-js-request-method,res.redirect is not a function in node js request method
564,/questions/53313316/getting-typeerror-cannot-read-property-promise-of-undefined-while-connecti,Getting “'TypeError: Cannot read property 'Promise' of undefined” while connecting oracledb
565,/questions/53313223/how-to-connect-node-mongodb-using-mongodbclient,How to connect node mongodb using mongodbclient [duplicate]
566,/questions/53313199/ffmpeg-create-video-in-with-images-and-video-file,FFMPEG - create video in with images and video file
567,/questions/53313183/how-do-i-extract-google-instant-answers-using-javascript,How do i extract Google instant answers using Javascript [duplicate]
568,https://electronics.stackexchange.com/questions/406925/necessity-of-external-watchdog-timer,"
                    Necessity of External Watchdog Timer
                "
569,https://cooking.stackexchange.com/questions/93969/i-am-cooking-beef-stew-in-the-crockpot-and-accidentally-put-a-little-flour-in-th,"
                    I am cooking beef stew in the crockpot and accidentally put a little flour in the beginning not end
                "
570,https://rpg.stackexchange.com/questions/135698/is-this-homebrew-variant-of-true-strike-too-strong-to-be-a-cantrip,"
                    Is this homebrew variant of True Strike too strong to be a cantrip?
                "
571,https://politics.stackexchange.com/questions/35347/why-is-the-eu-concerned-about-the-uk-unilaterally-withdrawing-from-a-proposed,"
                    Why is the EU concerned about the UK ""unilaterally withdrawing"" from a proposed Irish backstop?
                "
572,https://bicycles.stackexchange.com/questions/58097/restoration-project-help-needed,"
                    Restoration project, help needed
                "
573,https://ell.stackexchange.com/questions/185849/what-does-bite-down-on-a-smile-mean,"
                    What does ""bite down on a smile"" mean?
                "
574,https://sitecore.stackexchange.com/questions/14967/should-habitat-be-used-as-a-starter-kit,"
                    Should Habitat be used as a starter kit?
                "
575,https://diy.stackexchange.com/questions/150726/floor-joist-cracked,"
                    Floor Joist Cracked
                "
576,https://rpg.stackexchange.com/questions/135625/can-i-defeat-strahd-von-zarovich-by-stuffing-him-in-a-bag-of-holding-and-tearing,"
                    Can I defeat Strahd von Zarovich by stuffing him in a bag of holding and tearing it?
                "
577,https://rpg.stackexchange.com/questions/135692/how-to-avoid-railroading-in-sci-fi-campaigns,"
                    How to avoid railroading in sci-fi campaigns
                "
578,https://scifi.stackexchange.com/questions/198655/what-prevents-asimovs-robots-from-locking-all-humans-in-padded-cells-for-the-hu,"
                    What prevents Asimov's robots from locking all humans in padded cells for the humans protection?
                "
579,https://tex.stackexchange.com/questions/460254/tikz-remove-space-around-nodes,"
                    TikZ - Remove space around nodes
                "
580,https://outdoors.stackexchange.com/questions/21063/can-a-van-be-used-for-sleeping-in-national-park-campgrounds-in-the-us,"
                    Can a van be used for sleeping in National Park campgrounds in the US?
                "
581,https://skeptics.stackexchange.com/questions/42804/are-most-cases-of-polio-caused-by-polio-vaccine,"
                    Are most cases of polio caused by polio vaccine?
                "
582,https://tex.stackexchange.com/questions/460284/grid-using-tikz,"
                    Grid using TikZ
                "
583,https://hinduism.stackexchange.com/questions/29984/is-liberation-possible-only-through-a-human-birth,"
                    Is liberation possible only through a human birth?
                "
584,https://networkengineering.stackexchange.com/questions/54776/connection-to-ap-after-what-stage-802-11b-protocol,"
                    connection to AP after what stage? 802.11b protocol
                "
585,https://worldbuilding.stackexchange.com/questions/130460/what-gas-can-i-use-to-incapacitate-pesky-heroes,"
                    What gas can I use to incapacitate pesky heroes?
                "
586,https://worldbuilding.stackexchange.com/questions/130380/would-low-grade-levitation-be-of-any-use,"
                    Would low-grade levitation be of any use?
                "
587,https://english.stackexchange.com/questions/473129/is-i-an-alphabet-or-a-letter,"
                    Is ""I"" an alphabet or a letter?
                "
588,https://codereview.stackexchange.com/questions/207818/string-encoder-with-lower-case-output,"
                    String Encoder with lower-case output
                "
589,https://skeptics.stackexchange.com/questions/42760/did-republicans-take-10-of-13-congressional-seats-in-the-2018-north-carolina-gen,"
                    Did Republicans take 10 of 13 Congressional seats in the 2018 North Carolina general election with roughly the same number of votes as Democrats?
                "
590,https://security.stackexchange.com/questions/197732/roles-to-play-when-tailgaiting-into-a-residential-building,"
                    Roles to play when tailgaiting into a residential building
                "
591,https://codegolf.stackexchange.com/questions/176010/strange-addition,"
                    Strange Addition
                "
592,/questions/53313083/how-to-save-an-array-of-web-api-data-to-a-child-parent-schema-in-a-nested-mong,How to save an array of Web Api data to a child - parent schema in a nested mongoose schema?
593,/questions/53312957/how-to-use-a-proxy-with-nodejs-selenium-driver,How to use a proxy with NodeJS Selenium Driver?
594,/questions/53312889/proper-way-to-extend-express-response-object-using-typescript,Proper way to extend express Response Object using Typescript
595,/questions/53312801/limiting-pm2-env-to-display-environment,Limiting pm2 env to display environment
596,/questions/53312658/is-there-any-way-to-get-the-top-most-useful-100-000-npm-packages,"Is there any way to get the top (most-useful) 100,000 npm packages ? [on hold]"
597,/questions/53312611/lex-bot-integration-with-rest-api,Lex Bot Integration with Rest Api
598,/questions/53312582/migration-from-angular-5-to-angular-7,migration from angular 5 to angular 7
599,/questions/53312495/sinon-js-assertion-error-after-node-is-updated,sinon js assertion error after node is updated
600,/questions/53312402/how-to-use-express-validator-in-nodejs,How to use express-validator in nodeJs?
601,/questions/53312388/selenium-webdriver-driver-findelement-getlocation-is-not-a-function-why,"Selenium-Webdriver, driver.findElement(…).getLocation is not a function, why?"
602,/questions/53312314/what-is-the-proper-way-to-have-user-profiles-like-facebook-com-usernamehere-im,What is the proper way to have user profiles like facebook.com/USERNAMEHERE? I'm currently using domain.com/users.html?USERNAMEHERE
603,/questions/53312240/media-player-is-playing-get-confused-to-catch-custom-next-intent,Media Player is playing get confused to catch Custom Next Intent
604,/questions/53312178/how-to-save-data-sent-from-the-client-to-the-server-in-a-post-request-and-use-th,How to save data sent from the client to the server in a post request and use that data in another function?
605,/questions/53312164/how-to-correctly-store-backend-images-for-a-react-node-web-app-with-many-users,How to correctly store backend images for a React - Node web app with many users
606,/questions/53312013/settime-out-messing-with-onclick-event-in-javascript-image-slider,Settime out messing with onclick event in javascript image slider [duplicate]
607,/questions/53311713/extract-data-from-html-source-file-with-specified-template,Extract data from html source file with specified template
608,/questions/53311669/error-rendering-list-with-pug-and-expressjs,Error rendering list with Pug and ExpressJS
609,/questions/53311644/how-to-rewrite-variable-in-file-env,How to rewrite variable in file .env?
610,/questions/53311596/wait-for-child-function-db-query-result-in-the-parent-function,"wait for child function db query result , in the parent function [duplicate]"
611,/questions/53311362/why-my-async-and-await-still-not-do-the-job-of-sequence-execution,Why my Async and Await still not do the job of sequence execution
612,/questions/53311312/nodejs-with-persistent-connection-mysql-redis,Nodejs with persistent connection (MySQL/Redis)
613,/questions/53311176/req-body-an-empty-object-when-using-a-static-file-but-has-content-when-using-pos,req.body an empty object when using a static file but has content when using postman
614,/questions/53311146/meteor-image-upload-to-nginx-folder-outside-of-public,Meteor image upload to nginx folder outside of public
615,/questions/53311132/nginx-block-direct-access-to-static-files-but-it-should-be-accessible-in-my-we,nginx : block direct access to static files but it should be accessible in my website
616,/questions/53311006/homebrew-setting-a-specific-version-of-node-on-osx,Homebrew - setting a specific version of node on osx
617,/questions/53310815/how-do-i-get-the-api-version-parameter-from-a-request-in-node-js,How do I get the api_version parameter from a request in node.js?
618,/questions/53310792/sharing-ts-interface-between-back-end-and-front-end,Sharing TS interface between back-end and front-end
619,/questions/53310679/node-js-upload-error-to-heroku-web-process-failed-to-bind-to-port-within-60-se,"Node.js upload error to Heroku, Web process failed to bind to $PORT within 60 seconds of launch"
620,/questions/53310580/sentry-node-integration-to-wrap-bunyan-log-calls-as-breadcrumbs,@sentry/node integration to wrap bunyan log calls as breadcrumbs
621,/questions/53310523/nodejs-chat-server-within-codeigniter-application-on-wamp,nodejs chat server within codeigniter application on wamp
622,/questions/53310468/failed-to-parse-dialogflow-response-into-appresponse-because-of-empty-speech-res,Failed to parse Dialogflow response into AppResponse because of empty speech response
623,/questions/53310464/how-to-upload-an-image-in-react-with-formidable-and-expressjs,How to upload an image in React with formidable and expressjs
624,/questions/53310443/istanbul-code-coverage-for-nodejs-unit-test-how-to-write-unit-test-case-to-cove,Istanbul code coverage for nodejs unit test: how to write unit test case to cover if else condition
625,/questions/53310376/what-alternatives-are-there-to-dialogue-flow-and-would-you-want-to,What alternatives are there to Dialogue Flow and would you want to? [on hold]
626,/questions/53310300/my-app-doesnt-connect-to-the-server-on-public-open-wifi-anyone-solve-this-issu,My app doesn't connect to the server on public/open Wifi. Anyone solve this issue before?
627,/questions/53310242/setting-up-git-npm-dependency-for-debugging,Setting up git npm dependency for debugging
628,/questions/53310198/curl-testing-with-javascript,curl testing with javascript
629,/questions/53310195/what-is-the-best-way-to-set-up-nested-tests-using-mocha,What is the best way to set up nested tests using mocha?
630,/questions/53310154/react-node-app-fails-to-recognize-new-local-image-file,React/Node app fails to recognize new local image file
631,/questions/53310106/how-to-assign-a-unique-identifier-to-a-websocket,How to assign a unique identifier to a Websocket
632,/questions/53309950/npm-fails-on-twi-es6,npm fails on twi-es6
633,/questions/53309770/nginx-reverse-proxy-only-xhr-ajax-requests,Nginx reverse proxy only xhr/ajax requests
634,/questions/53309728/cannot-find-module-install-npm-version,Cannot find module 'install-npm-version'
635,/questions/53309704/inserting-data-from-a-form-into-sqlite3-database,Inserting data from a form into SQLite3 database
636,/questions/53309655/can-someone-please-explain-this-code-to-me,Can someone please explain this code to me? [on hold]
637,/questions/53309569/async-await-func-doesnt-wait-to-console-log-its-response,Async/Await func doesn't wait to console.log it's response
638,/questions/53309464/moment-js-and-convert-to-local-time-of-user,Moment JS and convert to local time of user
639,/questions/53309386/node-djikstra-on-nodejs,Node-Djikstra on NodeJS
640,/questions/53309306/how-does-nodejs-crypto-method-chaining-work,How does nodejs crypto method chaining work?
641,/questions/53309254/is-fb-using-incorrect-mqtt-protocol,Is FB using incorrect MQTT protocol?
642,https://softwareengineering.stackexchange.com/questions/381460/is-it-ever-okay-to-use-lists-in-a-relational-database,"
                    Is it ever okay to use lists in a relational database?
                "
643,https://travel.stackexchange.com/questions/125816/roads-in-switzerland-in-december,"
                    Roads in Switzerland in December
                "
644,https://cooking.stackexchange.com/questions/93969/i-am-cooking-beef-stew-in-the-crockpot-and-accidentally-put-a-little-flour-in-th,"
                    I am cooking beef stew in the crockpot and accidentally put a little flour in the beginning not end
                "
645,https://politics.stackexchange.com/questions/35347/why-is-the-eu-concerned-about-the-uk-unilaterally-withdrawing-from-a-proposed,"
                    Why is the EU concerned about the UK ""unilaterally withdrawing"" from a proposed Irish backstop?
                "
646,https://mathoverflow.net/questions/315374/sum-of-the-reciprocals-of-radicals,"
                    Sum of the reciprocals of radicals
                "
647,https://movies.stackexchange.com/questions/93864/why-did-dormammu-keep-his-promise,"
                    Why did Dormammu keep his promise?
                "
648,https://travel.stackexchange.com/questions/125721/what-are-these-stamps-in-my-passport-after-i-was-advised-to-divert-via-the-uk-bu,"
                    What are these stamps in my passport after I was advised to divert via the UK but didn't have a visa?
                "
649,https://codegolf.stackexchange.com/questions/175978/sort-by-largest-digits,"
                    Sort by Largest Digit(s)
                "
650,https://stackoverflow.com/questions/53340689/question-about-converting-void-to-int-in-c,"
                    Question about converting `void *` to `int` in C
                "
651,https://mathematica.stackexchange.com/questions/186133/is-it-possible-to-add-the-coloring-range-as-legend,"
                    Is it possible to add the coloring range as legend?
                "
652,https://workplace.stackexchange.com/questions/122643/making-a-job-offer-to-a-candidate-while-privately-advising-them-to-decline,"
                    Making a job offer to a candidate while privately advising them to decline
                "
653,https://worldbuilding.stackexchange.com/questions/130502/time-travellers-and-the-roman-empire-part-1-transport-and-control,"
                    Time Travellers And The Roman Empire, Part 1: Transport and Control
                "
654,https://superuser.com/questions/1375854/how-is-graphics-ram-different-from-system-ram,"
                    How is graphics RAM different from system RAM?
                "
655,https://networkengineering.stackexchange.com/questions/54776/connection-to-ap-after-what-stage-802-11b-protocol,"
                    connection to AP after what stage? 802.11b protocol
                "
656,https://diy.stackexchange.com/questions/150726/floor-joist-cracked,"
                    Floor Joist Cracked
                "
657,https://worldbuilding.stackexchange.com/questions/130267/how-to-make-slimes-a-formidable-enemy,"
                    How to make slimes a formidable enemy?
                "
658,https://retrocomputing.stackexchange.com/questions/8289/what-init-system-was-used-in-early-linux-distributions,"
                    What init system was used in early Linux distributions?
                "
659,https://english.stackexchange.com/questions/472933/is-there-a-proverb-to-express-you-are-too-late-and-its-your-own-fault,"
                    Is there a proverb to express ""You are too late and it's your own fault.""?
                "
660,https://aviation.stackexchange.com/questions/57157/what-are-the-considerations-for-coding-the-gps-before-engine-start-without-exter,"
                    What are the considerations for coding the GPS before engine start without external power?
                "
661,https://ethereum.stackexchange.com/questions/62482/what-happens-if-you-transfer-ether-and-no-miner-is-running,"
                    What happens if you transfer ether and no miner is running?
                "
662,https://ell.stackexchange.com/questions/185849/what-does-bite-down-on-a-smile-mean,"
                    What does ""bite down on a smile"" mean?
                "
663,https://rpg.stackexchange.com/questions/135625/can-i-defeat-strahd-von-zarovich-by-stuffing-him-in-a-bag-of-holding-and-tearing,"
                    Can I defeat Strahd von Zarovich by stuffing him in a bag of holding and tearing it?
                "
664,https://worldbuilding.stackexchange.com/questions/130460/what-gas-can-i-use-to-incapacitate-pesky-heroes,"
                    What gas can I use to incapacitate pesky heroes?
                "
665,https://german.stackexchange.com/questions/47961/whats-the-meaning-of-mut-zum-hut,"
                    What's the meaning of 'Mut zum Hut'?
                "
666,/questions/53309241/how-to-capture-button-text-for-the-button-user-pressed-in-adaptive-cards,How to capture button text (for the button user pressed) in adaptive cards
667,/questions/53309193/create-a-json-object-from-two-distinct-arrays,Create a JSON object from two distinct arrays
668,/questions/53309178/how-do-i-enforce-a-field-to-always-be-of-type-date,How do I enforce a field to always be of type date? [duplicate]
669,/questions/53309050/application-error-after-deployment-app-on-heroku-node-js,Application error after deployment app on heroku (node.js)
670,/questions/53309030/nodejs-allow-only-ownership-data,Nodejs allow only ownership data
671,/questions/53309029/how-to-send-refresh-token-for-new-access-token-to-microsoft-graph-passport-azur,How to send Refresh Token for new Access Token to Microsoft Graph (Passport-Azure-AD OIDCStrategy)
672,/questions/53308991/how-to-use-a-single-eip-with-serverless-framework,How to use a single EIP with Serverless framework?
673,/questions/53308801/parsing-json-response-from-an-api-call,Parsing JSON Response from an API call [duplicate]
674,/questions/53308722/variable-in-js-file-to-html-file,Variable in JS File to HTML File
675,/questions/53308528/why-assigning-a-value-to-a-global-variable-causes-error-vs-no-error-if-unassigne,Why assigning a value to a global variable causes error vs no error if unassigned
676,/questions/53308493/mapbox-loading-data-with-requsts-to-mongodb,MapBox loading data with requsts to MongoDB
677,/questions/53308476/how-to-define-global-variables-in-node-js,How to define global variables in node.js
678,/questions/53308235/nestjs-throws-a-ts2322-err-using-the-examples,Nestjs throws a TS2322 err using the examples
679,/questions/53308128/problem-serving-static-files-with-express,Problem serving static files with express
680,/questions/53308074/guaranteed-way-to-make-your-app-throw-a-specific-error,Guaranteed way to make your app throw a specific error
681,/questions/53307801/practice-for-modifying-a-dependency-of-a-dependency-in-npm,Practice for modifying a dependency of a dependency in npm
682,/questions/53307684/file-chooser-for-download-appears-only-after-closing-node-js,file chooser for download appears only after closing node.js
683,/questions/53307654/webpack-sass-loader-and-minicssextractplugin-loader-did-not-compile-scss-file,webpack sass-loader and `MiniCssExtractPlugin.loader` did not compile scss file into css
684,/questions/53307478/xml-string-to-file-xml,XML string to file .xml
685,/questions/53307461/how-to-a-add-a-counter-variable-not-globally,how to a add a counter variable (not globally)
686,/questions/53307334/how-to-reuse-graphql-individual-query-api-to-get-the-list,How to reuse GraphQL individual query API to get the list?
687,/questions/53307200/loading-third-party-scripts-such-src-http-js-api-here-com-v3-3-0-mapsjs-servi,Loading third party scripts such src=“http://js.api.here.com/v3/3.0/mapsjs-service.js” into Nodejs application
688,/questions/53307137/connect-flash-login-message,connect-flash login message
689,/questions/53306969/working-with-nodejs-gulp-jade-how-can-i-use-locals-in-my-jade-files,"Working with NodeJS, Gulp, Jade: how can I use locals in my .jade files?"
690,/questions/53306864/json-and-nodemon-functionality,JSON and Nodemon Functionality
691,/questions/53306694/cannot-read-property-temperature-of-undefined-in-nodejs-i-am-using-atom-edito,"Cannot read property 'temperature' of undefined in nodejs, I am using ATOM editor for this"
692,/questions/53306604/can-i-create-rest-based-web-application-serving-hbase-content-in-avro-format-usi,Can I create REST based Web application serving Hbase content in AVRO format using Mean stack?
693,/questions/53306480/access-mongodbnodjs-from-javascript,Access mongodb+nodjs from javascript?
694,/questions/53306404/save-data-to-mongodb-using-nodejs-and-ejs,save data to mongodb using nodejs and ejs
695,/questions/53306400/difference-on-mongoose-using-promise-or-async-await,Difference on Mongoose using Promise or Async/Await?
696,/questions/53306356/express-fileupload-with-pm2,Express-fileupload with pm2
697,/questions/53306350/ruby-equivalent-of-node-tostringascii,Ruby equivalent of Node .toString('ascii')
698,/questions/53306340/run-npm-install-programmatically-in-specified-folder,Run npm install programmatically in specified folder
699,/questions/53306291/firebase-cloud-messaging-successful-sendtodevice-but-no-notification,Firebase Cloud Messaging successful sendToDevice but no notification
700,/questions/53306289/how-to-pass-information-from-one-route-to-another-using-post-without-form,How to pass information from one route to another using POST without form?
701,/questions/53306284/mongodb-atlas-error-username-contains-an-illegal-unexpected-character,Mongodb Atlas: Error: Username contains an illegal unexpected character
702,/questions/53306267/how-to-use-require-dynamically-in-javascript,How to use “require” dynamically in javascript?
703,/questions/53306220/error-during-installation-of-gulp-in-node-js,Error during installation of gulp in node js
704,/questions/53306154/websockets-external-css-js-not-working,Websockets: external css & js not working
705,/questions/53306143/what-is-the-correct-way-to-change-the-route-with-hyperlinks-and-buttons-in-nodej,What is the correct way to change the route with hyperlinks and buttons in NODEJS?
706,/questions/53305904/best-convention-to-transpile-javascriptjsx-source-code-in-browser,Best convention to transpile javascript+jsx source-code in browser?
707,/questions/53305710/unicode-charsets-issue-with-aws-lambda,Unicode charsets issue with AWS Lambda
708,/questions/53305707/restify-use-plugin-with-path-exception,restify use plugin with path exception
709,/questions/53305646/nodejs-and-mariadb-placeholder-inside-queries,"NodeJS and MariaDB, Placeholder inside Queries"
710,/questions/53305631/unclear-error-shown-by-javascript-obfuscator,Unclear error shown by javascript-obfuscator
711,/questions/53305365/vuejs-load-image-from-nodejs-res-sendfile,Vuejs load image from nodejs res.sendFile
712,/questions/53305317/high-level-prototype-functions,High level prototype functions
713,/questions/53305247/how-can-i-display-the-soap-envelope-in-xml-format-in-nodejs,How can I display the SOAP envelope in XML format in nodejs?
714,/questions/53305029/how-to-find-cosmos-db-endpoint-and-where-to-get-lib-directory-referenced-in-this,How to find Cosmos DB Endpoint and where to get lib directory referenced in this code?
715,/questions/53305016/database-design-for-user-account,Database design for user account
716,https://workplace.stackexchange.com/questions/122891/should-i-say-anything-bad-about-candidates-wholl-be-replacing-me,"
                    Should I say anything 'bad' about candidate(s) who'll be replacing me?
                "
717,https://softwareengineering.stackexchange.com/questions/381460/is-it-ever-okay-to-use-lists-in-a-relational-database,"
                    Is it ever okay to use lists in a relational database?
                "
718,https://money.stackexchange.com/questions/101935/im-supposedly-eligible-for-an-inheritance-from-a-distant-relative-offer-appear,"
                    I'm supposedly eligible for an inheritance from a distant relative. Offer appears to be legitimate
                "
719,https://chemistry.stackexchange.com/questions/104408/gaseous-metals,"
                    Gaseous metals?
                "
720,https://skeptics.stackexchange.com/questions/42804/are-most-cases-of-polio-caused-by-polio-vaccine,"
                    Are most cases of polio caused by polio vaccine?
                "
721,https://electronics.stackexchange.com/questions/406281/what-is-the-name-of-these-little-plastic-things-that-protect-wires-from-being-cu,"
                    What is the name of these little plastic things that protect wires from being cut into by the sharp edges of a drilled hole?
                "
722,https://stackoverflow.com/questions/53340689/question-about-converting-void-to-int-in-c,"
                    Question about converting `void *` to `int` in C
                "
723,https://travel.stackexchange.com/questions/125816/roads-in-switzerland-in-december,"
                    Roads in Switzerland in December
                "
724,https://rpg.stackexchange.com/questions/135686/as-dm-how-do-i-deal-with-pcs-that-expect-everything-in-the-game-to-be-relevant,"
                    As DM, how do I deal with PCs that expect everything in the game to be relevant to the story?
                "
725,https://politics.stackexchange.com/questions/35347/why-is-the-eu-concerned-about-the-uk-unilaterally-withdrawing-from-a-proposed,"
                    Why is the EU concerned about the UK ""unilaterally withdrawing"" from a proposed Irish backstop?
                "
726,https://mathoverflow.net/questions/315374/sum-of-the-reciprocals-of-radicals,"
                    Sum of the reciprocals of radicals
                "
727,https://academia.stackexchange.com/questions/120109/does-country-of-author-influence-the-rejection-of-research-paper,"
                    Does country of author influence the rejection of research paper
                "
728,https://salesforce.stackexchange.com/questions/239645/how-to-clear-delete-published-platform-event-from-eventbus-after-sometime,"
                    How to clear/delete published Platform event from EventBus after sometime?
                "
729,https://academia.stackexchange.com/questions/120097/when-mentioning-the-author-of-a-journal-i-am-using-in-my-literature-review-shou,"
                    When mentioning the author of a journal I am using in my Literature Review, should I mention author's credentials?
                "
730,https://music.stackexchange.com/questions/76563/what-is-the-mark-that-looks-like-a-slur-but-with-straight-lines-not-curved,"
                    What is the mark that looks like a slur but with straight lines, not curved
                "
731,https://stackoverflow.com/questions/53339268/what-trait-concept-can-guarantee-memsetting-an-object-is-well-defined,"
                    What trait / concept can guarantee memsetting an object is well defined?
                "
